word	pred_gender_00	pred_gender_01	pred_gender_02	pred_gender_03	pred_gender_04	pred_gender_05	pred_gender_06	pred_gender_07	pred_gender_08	pred_gender_09	pred_gender_10	pred_gender_11	pred_gender_12	proj_gender_00	proj_gender_01	proj_gender_02	proj_gender_03	proj_gender_04	proj_gender_05	proj_gender_06	proj_gender_07	proj_gender_08	proj_gender_09	proj_gender_10	proj_gender_11	proj_gender_12
anesthesiologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.21702812430473625	-0.18866648560414703	-0.2208026055057646	-0.1473358540070803	-0.13753002269906436	-0.10279766357601196	-0.13493909298348133	-0.1454027339374434	-0.14871070711853315	-0.26820008644676796	-0.3851826906316094	-0.31402096160379167	-0.3001437522623849
anesthetist	1	1	1	1	1	2	2	2	2	2	1	2	2	-0.14752873314216317	-0.12318257696897242	-0.14551036025617148	-0.16740165222039666	-0.09248067513167778	0.058034008252049525	0.08082194794243897	0.11847291073780536	0.11400482830258955	0.05111138143427471	-0.013114733474203277	0.05874513829818373	0.21055389219611528
angiographer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.22380486436508942	-0.22878813731338277	-0.26621676440219366	-0.2279582177296779	-0.2738375153459959	-0.3529990697389913	-0.4572572768687034	-0.5163373880536786	-0.4236226636473406	-0.45805612642267174	-0.36419128167290066	-0.22045883809081862	-0.055051741062033394
anglesmith	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.2007951018126207	-0.23078399297736157	-0.27675870721231854	-0.33027874750601666	-0.35310376937031046	-0.30921049494654196	-0.4997911850833148	-0.40002977209786494	-0.48887960814592074	-0.5213058180963102	-0.32351580863066565	-0.27579585763725245	0.01093292405795037
animator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.09402366771771202	-0.25855540873343763	-0.48656975791196516	-0.49680799210571436	-0.5629775083569492	-0.6209195422889999	-0.7129223575735604	-0.5888336786531406	-0.6313922096340673	-0.5564847011130413	-0.4522878481410617	-0.844843024570262	-0.5722396214872294
annealer	1	1	1	1	1	2	2	2	2	2	2	2	1	-0.17774178930423024	-0.05238008022611716	-0.04124607943151164	-0.09608528500446568	-0.011480887142060144	0.1623167543110563	0.13114458568161635	0.2284100703545912	0.28665064863684975	0.10302716153334503	0.03163069905079266	0.06631500667895221	-0.05005084092451936
announcer	1	2	1	1	1	2	2	2	1	2	2	2	2	-0.08092552032152904	0.053255147376782046	-0.24664822043022533	-0.1563982476975953	-0.1442286762985155	0.02728811743778564	0.011472093251305097	0.041257408690239014	-0.037786141544727966	0.14109662724430094	0.1482484057907012	0.19765624710256252	0.39772453325001045
anodiser	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.14230936272910993	-0.12733179082971735	-0.21426473843205612	-0.17409479142622541	-0.11534598687395453	-0.1661555552975683	-0.20800438555008827	-0.21650959335678058	-0.21333261855281	-0.28043583221455853	-0.4155603270105694	-0.326786128972985	-0.2751751034871767
anodizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.29571611781583507	-0.18206807761720636	-0.22072299513096677	-0.19918425441621385	-0.1829532289858914	-0.274857816011852	-0.21412269031355657	-0.30928902482996584	-0.32156444617081037	-0.27549824042052484	-0.44863741416621483	-0.23105645519242304	-0.1986510005773509
answerer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1766698200981655	-0.20053332151629494	-0.1690433899706798	-0.19493645216011452	-0.24032985202135973	-0.20660172374439212	-0.23822304957847945	-0.30213777979881545	-0.42951207081421333	-0.37314536507956886	-0.30017119175189955	-0.1758040238456575	-0.5335514884038554
anthropologist	2	2	2	2	2	2	2	2	2	2	1	1	1	0.31500244422210505	0.4757995962835869	0.5598803100821599	0.5329885539123749	0.5701175653154852	0.4747868278891167	0.2334307866707887	0.37325526470109677	0.023857519850796788	0.09823573640579508	-0.021291229547085344	-0.03684460825157568	0.0012455781610389294
anthropometrist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20574662221637302	-0.26676034054828784	-0.2140650153530226	-0.2581457790618216	-0.324965554826685	-0.3330873970755034	-0.31709683698482577	-0.3940572974520794	-0.39478730590305877	-0.4398818552716729	-0.4918171748578919	-0.1506052184190871	-0.23413554216692858
antiquer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3768312352169162	-0.3499153227960058	-0.3941405079837468	-0.3301741406544953	-0.32099915905919096	-0.28966300421205093	-0.22655919633414995	-0.16577333630486094	-0.21238848178769076	-0.21966897103825359	-0.38094644531895416	-0.37779889243625375	-0.30602575968477325
anvilsmith	1	2	2	2	2	1	1	1	1	1	1	1	1	-0.07094141785482608	0.02101757873788558	0.07049854951486391	0.050711358964892955	0.0301481033751895	-0.14504245606241842	-0.21891347640067776	-0.21662589618824774	-0.3198886202201522	-0.5160739631387123	-0.6510278579026442	-0.5960758165978535	-0.13009932321366244
apiarist	1	1	1	1	1	2	1	1	1	1	1	2	2	-0.12994856413243824	-0.15351126105010832	-0.10600053284782368	-0.15848410099612184	-0.1284844577863319	0.012315365250620477	-0.11282705096227036	-0.11315284644304772	-0.11415651582388074	-0.05827317832785896	-0.000939505167017074	0.23853374817015988	0.08887817647529803
apiculturist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.33986781618539574	-0.2953575120487888	-0.23917872153570857	-0.3225053080683882	-0.32912574006045103	-0.29819850293179706	-0.3223277112901368	-0.36070678083801655	-0.412552832600402	-0.4178716940164917	-0.32493115103544645	-0.05490526422163991	0.13923434838501675
apn	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3368736258290266	-0.27258137616488537	-0.24422201181781272	-0.17764105744831846	-0.2483888418430053	-0.36543663771467544	-0.364819453284027	-0.48427458235293985	-0.42724304591712103	-0.6010253011375677	-0.6857695248383142	-0.6711223085274587	-0.5788325393234088
apns	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1315716187056612	-0.13159459794770015	-0.10224134356628203	-0.009597306624514204	-0.02362972410185997	-0.1861368161032308	-0.14071889670649296	-0.16975597365681278	-0.3265376422025337	-0.3153236277899846	-0.45992552790719055	-0.3244027973857476	-0.7198692437633565
applier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.00032980603847679313	-0.022823860290108258	-0.0376003480431223	-0.039087763734142675	-0.26310168261348776	-0.025424647683313796	-0.19520832646545055	-0.1204753912576133	-0.12307478887855887	-0.23044828724356647	-0.24355147012155542	-0.37017534704096355	-0.2577077292690588
appliquer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2948838201861568	-0.2544064093079307	-0.36276254660914353	-0.47405794486486974	-0.5743907221839267	-0.466122160393414	-0.4340041245926352	-0.41021619920228747	-0.42265530231991977	-0.550876963600575	-0.5200105610600121	-0.30997401553237386	-0.20265322187867102
appraiser	2	1	1	1	1	1	1	1	1	1	1	1	1	0.06628287661223586	-0.0820637571984999	-0.030179229333867838	-0.21076295782939244	-0.36433601500649193	-0.2314317744410696	-0.20408104383140382	-0.17853998634637858	-0.08501098179718466	-0.13552021427458083	-0.14062359111587958	-0.12177888366731188	-0.09458016723182988
apprentice	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.11899849131827993	-0.362196358276501	-0.4424840114740506	-0.4666559580059507	-0.37158052354170845	-0.3664512646172168	-0.4556710204278335	-0.36984120597409365	-0.4472377486624259	-0.4010645148546488	-0.348415814423271	-0.3619229258156278	-0.04887106287782031
approver	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12746957688108218	-0.10302619592914297	-0.13211593139304523	-0.14509286099232038	-0.2901581296627944	-0.3877868809261453	-0.37034707329488725	-0.29166205804894857	-0.24915352782291256	-0.24094289914778028	-0.076780278089254	-0.11724753096640322	-0.1509008313665703
aprn	1	1	1	1	1	2	2	1	1	1	2	1	2	-0.17816773289788396	-0.21749196353363276	-0.22521563719895504	-0.06449912899300161	-0.05143568126710514	0.0221504510227378	0.0533343532534319	-0.03922399590024023	-0.026903119406756576	-0.13302258282478224	0.006304234906513745	-0.04427078292247488	0.04616112961277344
aquaculturist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.2520677772024091	-0.29159833970729976	-0.21757186363662676	-0.2944027098630377	-0.26601709389310324	-0.0809338241691029	-0.16673385031626742	-0.20036631888864548	-0.3155382243344398	-0.32930874724883796	-0.2526508973642384	-0.07285861036668229	0.1828295632001482
aquarist	2	1	1	1	1	2	2	2	2	2	2	2	2	0.030606064304761246	-0.10539224715767265	-0.046624949530277876	-0.06386324379475153	-0.05298555212226935	0.20731979469933262	0.15880614323499787	0.23653515419971505	0.18948573784397346	0.2354069904483349	0.37149869290693827	0.40958005821621846	0.4235858770054729
arbitrator	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.1715634921902976	-0.3218426460141913	-0.29731188036623496	-0.29522403065904634	-0.4858241461928312	-0.46880238440209887	-0.4149880152977915	-0.47213115739655687	-0.406068469859203	-0.6160470923206707	-0.38952854960817307	-0.03440455244011535	0.38625914728823035
arborer	2	1	1	1	1	1	1	1	1	1	1	1	1	0.030179867540836694	-0.04720217144824712	-0.12412592950961608	-0.2619614770867603	-0.2845380950200834	-0.4840020578257792	-0.4965473996182133	-0.5499886938410088	-0.5182488770000482	-0.5587415931415279	-0.48325173318323306	-0.27002420477544997	-0.30627426166332694
arboriculturist	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.07802480005155474	-0.22214681058811267	-0.2146396459214693	-0.23942099694940708	-0.2828379733366056	-0.25710536392036853	-0.27263098466103136	-0.28969046779726537	-0.2686496663047925	-0.28783854175866264	-0.19690238024565285	-0.05507542131417581	0.1883369278499655
arborist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.05467037309150991	-0.26754600296651365	-0.44733563344642674	-0.5873335432572911	-0.5366479212038888	-0.6013089221752947	-0.759209079542765	-0.6811331965213285	-0.5066214925840951	-0.5370170549803976	-0.5926253213566379	-0.5896898299395327	-0.9991753683348903
archaeologist	1	1	1	1	2	2	1	2	1	1	1	1	2	-0.023998451351628203	-0.023560974036986343	-0.04184014582445372	-0.08205137193841429	0.13061968504970983	0.30353371004593654	0.0005092839255632087	0.08883629848531818	-0.2657670997875822	-0.2208769353055257	-0.33117813689934605	-0.24559754391231786	0.027733850815145844
archeologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.12396213541644352	-0.21280327475419386	-0.27766256487733365	-0.3730853198074997	-0.4694004955972877	-0.5163062967613634	-0.6231327122051892	-0.7323709711555499	-0.7936604336194297	-0.729820330732583	-0.8894190216966381	-0.8679302094810921	-0.6236836659200105
architect	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.426653403994662	-0.24569028652266303	-0.4021986820410139	-0.3553106213340777	-0.451804759801972	-0.42289123071987955	-0.4866291937608631	-0.39616975062069326	-0.5587668338939928	-0.5022343264357394	-0.71754452753492	-0.9834679746595487	-0.6202811433874822
archivist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.016737889351759086	-0.1380087706989087	-0.15417605572938986	-0.17388596756464794	-0.26240847323973415	-0.31874167243988877	-0.32934688463540834	-0.22930425104505137	-0.31201037415920324	-0.29967246434861095	-0.2368202760340339	0.017952939047168215	0.21349044802134598
arnp	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.1408549683809174	-0.2186524917104628	-0.3500610036890182	-0.33305574276052735	-0.6130902838020211	-0.6004221254683132	-0.6933877832928315	-0.6768531324985878	-0.5115264461742189	-0.8213972752529909	-1.1278014751356458	-1.0796722237521563	-1.3067893342090176
aromatherapist	1	1	1	1	1	1	1	2	2	2	2	2	2	-0.0877066023974515	-0.25567348671316525	-0.24379827733877152	-0.2450103690822819	-0.24102744316249675	-0.022054165750650723	-0.08981594204395803	0.05051003932858397	0.10789255346772728	0.1204958333517587	0.28194599091489403	0.41314629071320796	0.6271017464164321
assayer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.17673104807847195	-0.18614065383720302	-0.04983666841376842	-0.1428743174597481	-0.38665339850731906	-0.28341667207875276	-0.46359788601555163	-0.626629502677041	-0.6619575048560851	-0.7680639042847698	-0.6874800128243245	-0.4546952247570294	-0.09239859493373177
assembler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.08510805328562084	-0.10431587305895797	-0.09098191011695561	-0.06494722391930613	-0.21582777195193148	-0.45960354066990505	-0.6654757955236027	-0.656018747321628	-0.6436992818746734	-0.6809490772641118	-0.5339197811733141	-0.22173104280889472	-0.0410444642611139
assessor	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.2518609703215729	-0.49756962417806844	-0.47975694990448214	-0.4246012922163994	-0.4072200279017451	-0.27073273705445416	-0.3043650537737118	-0.467449510217336	-0.40465102812309817	-0.5571526789245034	-0.3727585035928441	-0.14678174867327756	-0.12746549080438882
assigner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.03613790862890852	-0.09197309680808541	-0.08938431861295046	-0.13869927263774431	-0.21034899616804054	-0.2251233668446645	-0.29444107409397424	-0.3647187317584887	-0.4657735633261808	-0.5935723782055279	-0.45531983612136817	-0.24244704311263057	-0.5994978299809097
assistant	2	2	2	2	1	2	2	2	1	1	2	2	2	0.036556832878747864	0.1787788876622743	0.1914531114155038	0.053388958121733554	-0.004180514926411361	0.10915386535864374	0.15470089609693918	0.0240716021776423	-0.2853544309832182	-0.16468577965675674	0.11320430944611526	0.1923773812434545	0.21950160454610756
associate	1	1	2	2	1	2	2	2	1	1	2	2	2	-0.02291414307912779	-0.05861955933214312	0.04349671410314931	0.026187266016109795	-0.05293619691001927	0.1646429965717569	0.15367093267437315	0.15294959717885762	-0.1651776342974372	-0.16872048435259646	0.09020950846997072	0.18874930592885392	0.2774927055237884
assorter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.051114184869356115	-0.11228352159666131	-0.0005735350321774274	-0.14200936924491675	-0.39085056720221373	-0.36256372472510545	-0.3037220383337526	-0.4628116467773475	-0.46065988010642345	-0.6319924423305647	-0.6298701598200176	-0.45778034774694615	-0.41734887901564194
astrobiologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.18380060332356235	-0.24474382767727362	-0.31784348352320396	-0.36931167922824826	-0.2232914486958402	-0.30654655466206154	-0.29059211427136084	-0.28002676614045785	-0.4529152755558078	-0.3840944877948681	-0.36540682263241275	-0.12016837510133438	-0.44511950249937576
astrochemist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.27737879794977394	-0.21985670701934543	-0.3416680842567995	-0.19629108803815767	-0.21373785580583815	-0.49452671497770195	-0.5057418850103165	-0.4705942863661579	-0.537012790144326	-0.5266329192146167	-0.5052385033643789	-0.26382352465334946	-0.6535216207650493
attache	1	1	1	1	1	2	2	2	1	1	1	1	1	-0.0934530768719089	-0.1389668865257941	-0.11500632763170822	-0.09663897145967264	-0.08804192573515818	0.06921759951710522	0.04706296831054986	0.042997521162345224	-0.017827993370600523	-0.05739946971549498	-0.2579990843609543	-0.2979836961860126	-0.07277445669404031
attacher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.22855488348979947	-0.21759164622472327	-0.19989694388016555	-0.18409005162017694	-0.2508495750503359	-0.008380544502676168	-0.0776287398715891	-0.20809603793363787	-0.3090829617324419	-0.4666214916615713	-0.4167601169466944	-0.28282485225422294	-0.34021771012591556
attenuator	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.3501407575902333	-0.359163945645223	-0.399365521697028	-0.4811205888644332	-0.5617419128162527	-0.6313735660209794	-0.5901742353680342	-0.5809227388657983	-0.5704989289876866	-0.7887147490611843	-0.7523227246812798	-0.5886131895429825	-0.6574537727686335
attorney	1	1	1	1	1	1	1	1	1	2	2	2	2	-0.3410569385743927	-0.298999700108725	-0.45506699469392176	-0.5735301942609206	-0.5566834449011433	-0.3427109368042313	-0.2519386229628007	-0.17593214444444333	-0.09504157371618907	0.06374955402664767	0.28612754520226735	0.2643024956566613	0.306775246682112
audiologist	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.034836201359758644	-0.17413335472732228	-0.18142962411905028	-0.07568106283306092	-0.05049581009151286	-0.1895900727763254	-0.29509695170762007	-0.2623833060381901	-0.1577820334829826	-0.10227015328871487	0.01973748175249289	0.2629234851514495	0.4021913377153105
